Cust_ID,Avg_Salary_Day_6M,Current_Salary_Day,Salary_Delay_Days,Savings_6M_Avg,Current_Savings,Savings_Drop_%,Discretionary_Spend_6M_Avg,Current_Discretionary_Spend,Discretionary_Drop_%,Utility_Payment_Shift_Days,ATM_Withdrawal_Increase_%,Credit_Utilization_%,Past_EMI_Delays_6M,Historical_Stability_Index,Historical_Category,Target_Delinquency_30D
CUST_00017,5,10,5,20548,22222.093081078998,-8.147231268634405,30946,39775.70032381337,-28.532606229604372,8,2.0900418079018834,77.59181774117933,4,0.9212060218382874,High,1
CUST_00018,1,15,14,93052,71052.28687809074,23.642386108744848,47806,27867.000603058663,41.708152526756756,12,10.298683901167696,19.153132598606973,3,0.9850725738359037,High,1
CUST_00019,1,15,14,44098,35222.140495826345,20.12757835768891,23734,23804.740594921055,-0.29805593208500536,-7,22.03065989173939,32.12876570610821,4,0.7236329666798748,High,1
CUST_00020,5,7,2,105207,80457.03778041812,23.525014703947342,11809,10065.019855905966,14.76822884320462,1,67.71054769321697,61.327490529145294,1,0.6215863171878511,Medium,1
CUST_00021,2,10,8,150054,82717.38983877115,44.87491847016997,39131,20819.377366121997,46.79569301545578,9,45.60253414305862,64.09663683045812,0,0.374480339837017,Low,0
CUST_00022,4,14,10,108053,93796.89868416502,13.193619164516472,36120,21990.656576465422,39.117783564602924,1,31.280236118623506,20.430020537004545,1,0.7599412950425986,High,1
CUST_00023,3,6,3,59171,49850.079189465774,15.752515270207072,30014,27647.489832193227,7.884687705093533,-6,14.87745589315459,36.439521310199055,1,0.7607809575979233,High,1
CUST_00024,5,11,6,130975,113184.4590892821,13.583157786385112,10215,10124.850863945296,0.8825172398894203,-6,-14.13890017504709,24.967729382068327,1,0.737138960826238,High,1
CUST_00025,3,12,9,172536,108290.71751282342,37.2358710571571,24755,27620.448382278384,-11.575230790864003,0,13.627997530030939,5.687181711994806,1,0.9410475563177665,High,0
CUST_00026,5,4,0,59472,27373.411746375423,53.97260602237116,19328,12302.049983870644,36.351148676165955,0,68.18870985225834,63.81878489012372,2,0.4079317238959156,Medium,1
CUST_00027,1,6,5,88905,44495.595282642025,49.95152659283277,21060,19718.26903232807,6.370992249154465,6,68.76789181685632,90.31251766687275,0,0.07466602994317717,Low,1
CUST_00028,1,11,10,50327,52012.43240481681,-3.3489625942671184,18524,11779.753195710879,36.40815592900627,-5,-17.15620579835436,54.96036578164246,0,0.471996136650095,Medium,1
CUST_00029,2,10,8,161033,141540.6357933427,12.104577450992846,24578,28699.371454698066,-16.768538752941925,12,-15.439883492636605,96.94511865955737,2,0.11437902217547746,Low,0
CUST_00030,4,1,0,139782,81871.41635568171,41.4292138074418,18866,20372.962575843587,-7.987716399043713,11,8.56830766490349,35.72934304068734,0,0.7724355595145338,High,0
CUST_00031,5,5,0,153610,112855.85569796005,26.53091875661737,21145,24911.4747972236,-17.812602493372427,0,19.592579252313747,40.740898979643795,0,0.13169638974353315,Low,1
CUST_00032,5,14,9,153598,163185.4810659899,-6.241930927479465,43907,36401.90442990491,17.093164119833027,-4,31.186668598868117,98.56704926090927,3,0.9443653358474905,High,1
CUST_00033,5,11,6,85151,60529.888118118535,28.914647957019252,19001,13315.109014399486,29.924167073314635,-1,4.615572661572788,52.9033279682777,1,0.6519857035595138,Medium,0
CUST_00034,2,4,2,54418,57535.905681067794,-5.729548460192939,8763,9725.606739295781,-10.984899455617724,4,-19.97803596662905,32.998008525735756,0,0.878703078259268,High,0
CUST_00035,4,5,1,82415,41186.35204819625,50.025660318878536,18469,11680.190082847132,36.75786408117856,-7,9.459676840568918,18.407464028756195,4,0.9498382944037871,High,1
CUST_00036,3,2,0,100693,51516.93929608512,48.837616024862584,21355,21145.16428554525,0.9826069513217126,1,41.04867392408231,31.082272979947838,1,0.6037291820856561,Medium,1
CUST_00037,2,3,1,167822,89255.2821269648,46.81550563873343,22373,27579.016864453723,-23.269194405997062,4,59.34970888010636,15.05707779408373,3,0.104211538167584,Low,0
CUST_00038,5,12,7,163550,150757.53606387373,7.821744993045715,6755,7655.61610037893,-13.332584757645154,4,37.71232196104805,50.7514210416075,3,0.44171244393056885,Medium,1
CUST_00039,1,7,6,160529,171980.118462165,-7.1333643529611495,27907,23671.89286530865,15.1757879194874,2,0.5329209476210011,13.506540381524653,0,0.8582480893588363,High,1
CUST_00040,4,13,9,163325,178717.61618789833,-9.424531570732174,35846,24946.601351141257,30.40617823148676,5,17.6673241510899,36.74063204692929,3,0.5052838593550941,Medium,1
CUST_00041,3,4,1,78361,40040.84018693523,48.90208115397298,33921,30215.08081009628,10.925147224149411,0,66.51375234583493,84.35503969683765,0,0.6865086061655975,Medium,0
CUST_00042,1,8,7,101654,87320.17482118454,14.100601234398507,44371,23454.68459135841,47.13960787145115,10,5.789080991995604,27.795376818305805,4,0.7804713048507447,High,0
CUST_00043,4,11,7,76837,58013.463354198946,24.498010913753863,39798,40860.385863786214,-2.669445358526092,7,58.810497115259494,34.90800878029623,3,0.5117904842332145,Medium,0
CUST_00044,3,11,8,76589,50420.966534008694,34.16683004869016,12866,8114.001094612194,36.93454768683201,-7,-19.51834849617219,10.027567905990223,0,0.021503671760458754,Low,0
CUST_00045,3,13,10,157787,153552.2627891852,2.6838315012103737,13167,8361.930416233728,36.4932754899846,-3,5.968334378974927,52.44631170530133,2,0.5057336394236744,Medium,1
CUST_00046,3,9,6,192922,186764.1233801157,3.191899638135779,19169,15565.228064609939,18.799999662945698,1,3.0797677529269585,23.10681391052749,2,0.34954837454649923,Low,1
CUST_00047,3,8,5,149171,91881.27258560303,38.405405483905696,44953,48348.23720451467,-7.552860108368005,0,39.0309400954408,54.15370766485887,4,0.3915807025899619,Low,1
CUST_00048,5,4,0,174449,156353.48504485155,10.372954247458255,12696,14858.828372979706,-17.03551018415017,-4,24.94655196549074,23.965860950096683,1,0.3958346472057088,Low,1
CUST_00049,4,4,0,71722,85210.79598020959,-18.80705499039289,27712,32005.156699233787,-15.492049289960258,0,52.81536718360053,80.4470898027972,3,0.7432298280268158,High,0
CUST_00050,4,5,1,72233,86188.18139244965,-19.31967576100903,13150,15953.718184480302,-21.321050832549822,8,56.96822082285162,14.489629959746843,3,0.8721258483903763,High,0
CUST_00051,5,4,0,138646,129451.64787733367,6.631530749294122,16869,12651.962088135062,24.99874273439408,9,21.783371844491384,82.01624445280854,4,0.6502701698893893,Medium,1
CUST_00052,5,6,1,81473,56816.887982923,30.262923934404036,28206,34188.43730757466,-21.20980396927839,8,15.784980919583276,78.43993181375419,3,0.5037859816482372,Medium,0
CUST_00053,4,7,3,23702,10542.00931364339,55.52270140223023,17896,13641.608047460299,23.772865179591538,-3,-17.07878524433151,7.229188053502159,2,0.37961968636746957,Low,1
CUST_00054,3,5,2,137177,156724.4772942781,-14.249821248662748,43375,38786.194704266796,10.57937820341949,9,2.832225282983856,31.883697588881844,2,0.7636582488292198,High,1
CUST_00055,1,9,8,121689,114840.21562856554,5.628104735378271,46978,37466.58775678624,20.246524422524924,8,52.275949331886906,14.3763280168917,2,0.40236161675419824,Medium,1
CUST_00056,5,13,8,115996,53406.81671785256,53.9580531071308,15167,15677.749414251455,-3.367504544415212,10,60.607143508121695,27.155786694885144,1,0.8660661408606931,High,1
CUST_00057,4,1,0,173833,169818.22261234702,2.3095599728779823,14895,10153.463856711884,31.83307246249155,-7,37.03301500945984,24.39778763822597,4,0.9390383259320093,High,1
CUST_00058,2,10,8,153504,152342.95548212566,0.7563610836683992,47913,61931.30657508713,-29.25783519104863,-2,19.954994353077076,10.759859388661884,3,0.0064990430741870275,Low,0
CUST_00059,4,15,11,199460,154418.37744262043,22.581782090333686,20430,11239.624897638718,44.98470436789663,14,19.993423468308123,10.27102683565172,1,0.08190640146254435,Low,0
CUST_00060,3,3,0,36186,21016.691042862258,41.920380691808276,26592,16985.137257438993,36.1268905782228,4,58.666009065395514,5.167280474717926,1,0.45656192182067934,Medium,1
CUST_00061,2,4,2,183427,146521.17683423872,20.1201694220378,37863,40849.46206528832,-7.887547382110021,-1,44.02485845208692,76.02562092012006,2,0.2780204463414665,Low,0
CUST_00062,3,12,9,80099,89051.90131631456,-11.17729474314855,29883,24559.921580756272,17.813065686991695,13,69.40426749693187,14.147346296198275,1,0.9107981091460524,High,0
CUST_00063,5,5,0,62250,42338.11077873038,31.986970636577706,28641,19150.08163833631,33.13752439392371,-5,42.996525476959576,7.745798766970944,0,0.8581675025039012,High,0
CUST_00064,1,10,9,114537,87969.41949959932,23.195631542995436,18876,24015.806887920207,-27.22932235600873,-4,7.259733701595842,25.19913566207076,1,0.7446390004090937,High,1
CUST_00065,2,10,8,159593,83718.90906846752,47.542242411341654,7105,7561.150934396194,-6.420139822606536,7,50.4804709029321,91.6074459424507,3,0.3929061178464718,Low,1
CUST_00066,5,1,0,174620,80718.53334060943,53.77474897456796,25758,19466.704725662657,24.42462642416858,-1,-11.269967232075208,62.3104871826322,0,0.34315035267685656,Low,0
CUST_00067,3,11,8,89288,59163.60727972432,33.73845614223152,33063,16879.558147538508,48.94728806358011,-3,-16.26525969804527,51.6418386061595,1,0.9589973009195634,High,0
CUST_00068,2,10,8,106759,51585.74514449222,51.68019076191026,44125,29752.964214323485,32.57118591654734,0,-16.40916090271179,13.995652964178502,2,0.7103247904304167,High,0
CUST_00069,2,14,12,55999,37541.66794444714,32.960110101167636,44180,55917.537806296816,-26.567536908775047,11,-17.3048988384829,69.32566107836784,1,0.7304652023971446,High,0
CUST_00070,4,6,2,182339,172273.0112670356,5.5204803870616885,9358,6701.696451112913,28.3853766711593,12,32.7494915790109,56.9759563043606,1,0.9948772667525052,High,1
CUST_00071,5,15,10,163674,192103.1996236097,-17.369404806878116,12352,13024.971430134889,-5.44827906521121,-7,-6.722906731717373,20.016208111777253,0,0.8917014296976803,High,1
CUST_00072,2,3,1,30328,24646.27816413856,18.734245040429442,24377,21011.357254362927,13.806632258428325,10,-4.468064728052703,17.638840526444348,3,0.6266158818285709,Medium,0
CUST_00073,1,3,2,90054,103516.25958111732,-14.949096743195552,25363,17372.819333431715,31.50329482540821,-7,26.27734838840354,77.15958364387751,2,0.007906477575400861,Low,1
CUST_00074,1,5,4,23763,18769.796001713912,21.01251524759537,47122,34231.315504491555,27.355979150945302,-6,6.541683011651042,40.14865982959883,0,0.18433853136007816,Low,0
CUST_00075,4,7,3,172434,70225.97041685422,59.27371027937981,46858,49793.59813321617,-6.264881414520825,-2,61.49832210269835,92.95255487556095,4,0.7867642976812069,High,1
CUST_00076,2,2,0,185366,86011.74689723432,53.5989626483636,40791,52926.89299945098,-29.75139859148092,-6,-18.305280887107152,23.061104220639564,0,0.11318217466208802,Low,0
CUST_00077,4,1,0,113161,122808.37394078528,-8.525352321723283,30797,30071.22376062352,2.3566459050442536,-2,19.091589654275296,51.24114565574946,1,0.5572704573092516,Medium,0
CUST_00078,4,3,0,190422,79077.27582689331,58.47261565003345,12108,8441.425375694309,30.282248301170227,4,48.95604937887252,30.97132797721161,0,0.055162289030289635,Low,0
CUST_00079,4,9,5,135246,98898.81703237136,26.874867254949237,46225,40331.02991742667,12.750611319790872,2,-3.7545334742285554,98.8686404563463,0,0.5409566598049312,Medium,0
CUST_00080,2,13,11,44356,25602.7299339154,42.278992844450805,31345,32640.237796763187,-4.132199064486162,-4,26.48453787403384,56.54204382074245,4,0.07327307888832935,Low,1
CUST_00081,2,13,11,114316,47637.59836135272,58.32814447553035,14778,17209.91892820072,-16.45634678712086,-3,-15.360752237595221,39.46217112914062,3,0.24597848258243482,Low,1
CUST_00082,3,4,1,61621,65087.71246858596,-5.625862073945505,46534,27648.732492544623,40.58380433114578,9,23.103884745776284,74.14902718262196,4,0.3419111826562301,Low,0
CUST_00083,4,15,11,73239,47042.81332131742,35.76808350562211,18975,17759.05052415882,6.40816588058592,10,41.04093642283594,48.223856294823435,2,0.10700018071716921,Low,1
CUST_00084,4,13,9,65553,39865.33611704793,39.18609961855608,46779,55082.684935540834,-17.75088166814347,12,34.90202043900668,44.411064351522164,1,0.4893146995684807,Medium,0
CUST_00085,4,9,5,90722,102495.47452631709,-12.977529735143728,29206,20288.698275695475,30.532430748149437,9,32.97887439715607,40.143126204477355,0,0.4932368818594757,Medium,1
CUST_00086,4,7,3,129387,134594.91938636597,-4.025071596347372,40423,33940.392256091785,16.03692883731592,-3,66.8539493073856,26.58827486624738,2,0.22161566978244351,Low,1
CUST_00087,1,13,12,122872,56883.946126767754,53.70471211767713,37064,19524.880973790227,47.321171557872255,4,65.80918607204856,92.6655050619912,3,0.04118472662555983,Low,1
CUST_00088,2,9,7,55601,46445.544255775625,16.466350864596635,7921,8061.604180888502,-1.7750811878361572,7,56.695997870455756,78.50863010001105,4,0.4233479128773898,Medium,0
CUST_00089,4,3,0,84609,79920.61929842024,5.541231667529181,36704,46277.485713270726,-26.08294930599043,6,-10.822921963034212,19.39319153333644,2,0.7832317509967092,High,1
CUST_00090,2,1,0,60960,52365.692408206465,14.098273608585195,46713,40191.08608969493,13.96166786612949,12,-0.5584165904616256,79.65028912057038,1,0.742062689222333,High,0
CUST_00091,5,1,0,150425,100173.6732002096,33.40623353816879,37679,26203.331035960895,30.45640532933227,-1,57.625967297164365,43.100572340015574,0,0.5121749961026022,Medium,0
CUST_00092,4,1,0,52912,24409.066243425128,53.86856243682884,16388,18368.41664121561,-12.084553583204833,11,1.4487046656515012,39.63056431545726,2,0.8218803546242427,High,0
CUST_00093,2,3,1,135981,90603.04811168642,33.37080319185296,12933,14949.948998005282,-15.595368421907384,7,-12.885560276287165,24.16696803274781,3,0.7976254560318409,High,1
CUST_00094,3,6,3,48043,56377.51340821902,-17.34802865811673,16219,20917.27523719482,-28.967724503328313,10,61.147736845090236,80.96649701241631,3,0.4332863683784438,Medium,0
CUST_00095,4,13,9,142265,81971.45296526048,42.38115280268479,49445,40277.94264217349,18.53990769102338,4,-15.74848985408139,54.954684034595225,0,0.2789728738929985,Low,1
CUST_00096,5,5,0,195750,117323.91675454754,40.06441034250445,22107,23227.100503125544,-5.066723223981294,-5,-16.24577917350182,86.57115881279886,1,0.1201763158573328,Low,0
CUST_00097,4,3,0,146762,91727.74617682565,37.4989805420847,18003,10125.895898854189,43.75439705130152,-4,-10.853253552540071,89.5438097056253,4,0.17229761919594766,Low,1
CUST_00098,2,13,11,118000,114291.25470580881,3.143004486602704,16014,8438.598929381189,47.30486493454984,12,-4.7616028114032005,68.28550224413291,4,0.35744178929456705,Low,1
CUST_00099,1,6,5,118578,72960.94711804047,38.47008119715254,42882,22852.380757585095,46.708687193729084,1,45.25117859992318,80.16826324009317,2,0.9580458442713792,High,0
CUST_00100,1,2,1,137127,162492.27256978134,-18.497650039584723,14827,14536.804287394269,1.9572112538324096,0,66.0935800811538,51.43453121218997,3,0.5736514208378859,Medium,0
CUST_00101,4,12,8,131326,146859.9973564181,-11.828577247778895,10052,6526.91961738545,35.06844789708069,-6,6.750266050249536,51.38510279958244,0,0.9272689867652429,High,1
CUST_00102,1,8,7,89613,79363.22586570021,11.437820555387935,16454,17390.107683782004,-5.689240815497774,13,53.39091299709963,60.74490262053695,0,0.3245777938327665,Low,1
CUST_00103,2,15,13,90112,40750.74089496202,54.77767567586779,28159,21636.63186454302,23.16264119981882,2,42.31908833463507,84.10498191327285,1,0.39775650710387256,Low,1
CUST_00104,2,12,10,59822,51165.112803155636,14.471076187429983,35552,32045.82850885522,9.86209352819752,-5,55.463129140409904,57.2829636134973,2,0.06409938423958861,Low,0
CUST_00105,1,10,9,192372,222092.08300183565,-15.44927692275157,41825,48925.27896525808,-16.97616010820821,6,63.546347426396835,30.38391957489383,4,0.49848595993373124,Medium,1
CUST_00106,4,9,5,37601,28573.86003279951,24.007712473605732,11359,5784.266232351871,49.077680849089965,8,43.52305599392886,68.00618903437531,2,0.762770400441952,High,1
CUST_00107,2,13,11,153037,164692.97062438208,-7.616439569765536,44600,40269.256418582554,9.710187402281269,5,13.857138608657394,43.94609139158466,1,0.559923889920234,Medium,1
CUST_00108,4,9,5,84553,47924.60338221674,43.32004378056753,21013,18779.312957144182,10.630024474638642,14,-0.07689902315008368,71.28542145752921,3,0.8469381677472178,High,1
CUST_00109,5,5,0,109718,45937.277389486684,58.131503135778374,9367,9083.315323929475,3.0285542443741305,10,-16.339822751596138,68.46343637070169,2,0.7378897639710315,High,0
CUST_00110,5,8,3,109329,53303.23576041168,51.245108104517854,18558,18289.858642974366,1.4448828377283847,-1,50.13101508846718,8.429249622969728,3,0.3445640512647872,Low,1
CUST_00111,2,14,12,93856,75199.06683521866,19.87825303100637,23111,16923.411104122046,26.77334990211568,-2,24.345435114161788,80.58333575413828,1,0.9266171939871651,High,1
CUST_00112,5,9,4,68982,34347.28646472591,50.20833483412207,13540,8734.864127955238,35.488448094865305,-5,53.796823591936516,44.754556045775296,2,0.7270695798150679,High,1
CUST_00113,5,13,8,92784,48198.205320316185,48.05332242593961,43659,55532.56200098527,-27.196138255537853,-7,-11.336515656049276,26.603166847363035,0,0.542748295560877,Medium,0
CUST_00114,4,13,9,110439,120566.88058040346,-9.170565271691581,32582,28420.80912530429,12.771440902018627,7,30.235925964260304,82.59439793797813,0,0.8327809740355883,High,0
CUST_00115,5,6,1,172020,112878.27405912017,34.38072662532254,36398,26431.8728284889,27.380974700563492,10,12.311096602113864,32.662385314340426,4,0.052331473133729656,Low,1
CUST_00116,4,10,6,27497,14879.259232456103,45.88769963102847,42017,24844.358711294182,40.87069826190784,3,-5.834748775061206,96.20734512216781,4,0.8950443205413652,High,1
CUST_00117,1,9,8,44750,30638.125499839985,31.534915084156456,40014,47434.77941630817,-18.545457630599717,8,61.55422138651538,33.13340703266266,2,0.9056296863630654,High,0
CUST_00118,5,9,4,59558,49398.01262658832,17.05898010915692,36929,26521.940514868413,28.18126536091307,-3,51.32175506677136,43.84127619567263,1,0.049269477796590855,Low,0
CUST_00119,5,10,5,144550,164939.19165769484,-14.10528651518149,14912,16418.658171967683,-10.103662633903456,0,9.397180035280083,97.89632243737843,2,0.08911583303174242,Low,0
CUST_00120,5,15,10,75644,86465.10277973897,-14.305302178281117,16260,12762.916778157776,21.50727688709855,14,-10.192406087396044,11.345664125944836,3,0.8363712632167786,High,1
CUST_00121,5,6,1,189821,97951.81521211212,48.39779834048281,40188,49104.17257852629,-22.186156510715364,11,63.074385280442996,70.24989870014844,4,0.6876863129885442,Medium,1
CUST_00122,1,12,11,174914,137976.6828405341,21.11741607845335,39582,41462.15366635644,-4.750021894690618,4,58.760486403507684,23.867978470366047,4,0.6054017800496253,Medium,0
CUST_00123,1,10,9,71296,74271.12450542461,-4.1729192457145,32082,31474.781263047775,1.8927084874765454,2,8.140772503463666,90.70588806476246,1,0.11904649607275464,Low,0
CUST_00124,2,5,3,93773,87209.95798292288,6.998861097626316,45548,48938.38663909637,-7.443546674050159,-2,-12.412005841520557,72.95260363817455,2,0.526260938243584,Medium,0
CUST_00125,1,2,1,47321,49090.431158298365,-3.739209142449155,47279,28633.32502920153,39.4375409183749,3,-16.33279016592899,9.854750948592617,1,0.9834930433763387,High,1
CUST_00126,1,12,11,110382,88990.3435024975,19.379660177839227,15046,15606.156153020349,-3.7229572844633054,11,63.93037037529777,39.23308657158587,4,0.26589101418861416,Low,1
CUST_00127,5,13,8,176509,184110.94638743607,-4.306832165745694,45809,50454.75060347253,-10.141567385170012,-2,2.3594018685517426,67.59244598809028,3,0.535729516848963,Medium,1
CUST_00128,3,13,10,128262,86626.94208834901,32.4609454956659,40569,49553.22011281608,-22.145530116138136,7,35.27885131476965,8.346094257746552,0,0.6288830501571542,Medium,1
CUST_00129,3,11,8,168743,160044.06723440383,5.155136963071753,13979,7749.54904272796,44.562922650204165,12,66.61007033138353,12.29107660343248,1,0.3131349781485745,Low,0
CUST_00130,1,9,8,147008,62374.193812131765,57.570884705504625,16895,21467.361444243717,-27.063400084307293,6,60.69589946098685,42.07203856453381,3,0.6821223704796744,Medium,1
CUST_00131,2,13,11,68785,50617.336176943914,26.412246598903955,8777,11350.651546201138,-29.32267911816267,10,17.075918980435247,78.03549837761075,2,0.7035836925354764,High,0
CUST_00132,1,12,11,23996,15470.037984226987,35.530763526308604,10029,5864.418734998023,41.525389021856384,12,19.610809677537226,26.97900301077972,1,0.22157564811541375,Low,1
CUST_00133,3,9,6,51446,44985.954446,12.556944279438628,26787,18287.635921939313,31.72943621182173,11,-14.272368328415363,78.71273502069421,4,0.9643596327381901,High,1
CUST_00134,5,14,9,134089,91342.70026594344,31.879050283063158,24415,17027.91039342375,30.25635718442044,11,-6.495608513610646,15.08717002468122,3,0.8375740842883933,High,1
CUST_00135,5,5,0,172729,89560.31263334634,48.1498111878455,47344,44560.12709578313,5.8800965364499636,6,38.71331430926915,60.05647644664624,4,0.16231192022951269,Low,1
CUST_00136,2,1,0,160001,163611.02444471265,-2.2562511763755513,16686,14206.489253895701,14.859827077216222,4,-9.133782210614712,44.92959952349615,4,0.7403293447606161,High,1
CUST_00137,3,6,3,114512,53809.36299391605,53.00984788151805,31242,24831.83198626161,20.517790198253596,12,53.97491670006947,27.840317579944447,2,0.7377126674886942,High,1
CUST_00138,4,11,7,161359,80669.62062921407,50.006122602882975,38777,49840.00497728799,-28.52981142761943,-7,31.373675793342642,35.8053955773474,0,0.019366144193599943,Low,0
CUST_00139,2,15,13,47578,42157.93117481189,11.391964406213182,46118,35407.8932104386,23.223268115619504,-3,63.208904661778305,36.55210506006902,2,0.37419765176826647,Low,1
CUST_00140,5,8,3,86994,104147.00997087006,-19.717463239844193,30333,36533.22198140657,-20.440516867459756,-6,7.057290388320727,92.96971042827448,1,0.9699434940899581,High,1
CUST_00141,4,2,0,54321,30307.24759403136,44.20712506391384,32764,16876.364713031675,48.49113443709048,6,66.74982256922782,34.18064462078652,4,0.9840541058734203,High,0
CUST_00142,2,1,0,22619,16128.882661896163,28.69321074363958,15684,12676.867831413161,19.17324769565697,13,18.410746110363036,6.634729002705027,0,0.49564102811405597,Medium,0
CUST_00143,2,14,12,136004,92158.74157448208,32.23821242428011,11489,10383.13041273016,9.625464246408225,11,40.14779530468565,14.061119491985608,1,0.047377538177888256,Low,0
CUST_00144,1,14,13,45609,45493.68572346373,0.2528322842778219,49906,43067.947886669055,13.701863730475184,5,28.658440857855616,82.01196761713518,4,0.20780053271989118,Low,1
CUST_00145,2,6,4,104876,46858.3464610487,55.320238699942124,32892,38981.67257683862,-18.514145010454264,3,21.23420105145552,43.96858552584577,4,0.37315879911315086,Low,1
CUST_00146,4,13,9,146124,118256.49353724606,19.07113579066679,43720,52930.19396494656,-21.066317394662757,-1,55.640621413167565,32.159486728464785,1,0.6231136353520177,Medium,1
CUST_00147,2,9,7,96942,42968.12106211041,55.67646524508426,7149,6804.32873311431,4.821251460143935,-7,63.907021594745544,80.52932296808854,1,0.6586591186379179,Medium,1
CUST_00148,1,11,10,90378,85348.9592677401,5.564452336033001,15423,15781.538547140868,-2.3247004288456727,4,24.320183915857925,29.04651192213233,3,0.8002198587333998,High,0
CUST_00149,2,11,9,149372,121264.43688185228,18.817156574289505,37965,43270.56603382214,-13.974887485373747,-2,54.06656757304299,71.91937883844635,2,0.033556226429386826,Low,0
CUST_00150,3,7,4,75393,87156.92805156439,-15.603475192079358,19984,12527.656315525217,37.311567676515125,-2,-17.34106672685164,89.99114369872613,0,0.03613893445180372,Low,0
CUST_00151,3,7,4,168749,194254.27996289398,-15.11432954440855,23012,11682.529436491865,49.232880946932625,8,25.93213467879435,97.49425535131338,2,0.08841104148363033,Low,1
CUST_00152,3,11,8,74913,57132.4418843682,23.734943355134355,10895,8755.410868621648,19.638266465152384,-1,46.77275938296491,97.05999275900312,2,0.10313945308708616,Low,0
CUST_00153,2,4,2,30344,28317.890354706833,6.677134343834587,32682,40266.301256243976,-23.20635596427384,1,22.462533879182452,99.68621877988281,3,0.1887149278757102,Low,1
CUST_00154,4,6,2,103993,121605.9992979696,-16.936716219331682,5517,4989.377396363072,9.563578097461084,12,64.7741124638978,20.80662816584281,2,0.379063686820273,Low,0
CUST_00155,3,7,4,118528,48892.137903137474,58.75055859953978,46470,24052.036191741092,48.241798597501415,7,25.607353001714003,43.88177182746622,4,0.090689798574487,Low,1
CUST_00156,4,6,2,115138,72474.61101854806,37.054134153322046,43810,41302.68606705728,5.723154377865148,13,38.14581638912229,20.284572584323,0,0.7881746272131069,High,1
CUST_00157,2,3,1,36922,15913.289492267217,56.90025054908398,6748,3460.5683619883766,48.7171256373981,10,4.171356656824649,33.862495219425455,3,0.388762688811352,Low,1
